Commodity,year,sum(value)
HEADGEAR AND PARTS THEREOF.,2011,9.31
HEADGEAR AND PARTS THEREOF.,2012,11.3
HEADGEAR AND PARTS THEREOF.,2013,13.84
HEADGEAR AND PARTS THEREOF.,2014,13.62
HEADGEAR AND PARTS THEREOF.,2015,16.46
HEADGEAR AND PARTS THEREOF.,2016,16.84
HEADGEAR AND PARTS THEREOF.,2017,22.58
HEADGEAR AND PARTS THEREOF.,2018,27.86
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2010,621.5
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2011,788.78
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2012,734.23
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2013,745.51
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2014,784.29
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2015,717.54
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2016,677.49
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2017,860.97
"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.",2018,873.82
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2010,3782.2
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2011,5794.77
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2012,5282.64
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2013,4796.46
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2014,5136.87
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2015,5476.08
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2016,4720.63
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2017,6037.54
"INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.",2018,7624.43
IRON AND STEEL,2010,11009.5
IRON AND STEEL,2011,13645.73
IRON AND STEEL,2012,13615.35
IRON AND STEEL,2013,9109.45000000001
IRON AND STEEL,2014,12341.78
IRON AND STEEL,2015,12045.77
IRON AND STEEL,2016,8238.71
IRON AND STEEL,2017,10432.04
IRON AND STEEL,2018,12582.09
KNITTED OR CROCHETED FABRICS.,2010,251.08
KNITTED OR CROCHETED FABRICS.,2011,363.34
KNITTED OR CROCHETED FABRICS.,2012,389.18
KNITTED OR CROCHETED FABRICS.,2013,374.12
KNITTED OR CROCHETED FABRICS.,2014,469.84
KNITTED OR CROCHETED FABRICS.,2015,495.86
KNITTED OR CROCHETED FABRICS.,2016,477.34
KNITTED OR CROCHETED FABRICS.,2017,592.28
KNITTED OR CROCHETED FABRICS.,2018,565.6
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2010,117.74
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2011,126.79
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2012,161.72
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2013,164.78
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2014,182.77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2015,282.83
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2016,218.62
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2017,246.2
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",2018,254.29
LEAD AND ARTICLES THEREOF.,2010,604.21
LEAD AND ARTICLES THEREOF.,2011,571.96
LEAD AND ARTICLES THEREOF.,2012,510.65
LEAD AND ARTICLES THEREOF.,2013,523.05
LEAD AND ARTICLES THEREOF.,2014,630.77
LEAD AND ARTICLES THEREOF.,2015,608.23
LEAD AND ARTICLES THEREOF.,2016,597.14
LEAD AND ARTICLES THEREOF.,2017,814.55
LEAD AND ARTICLES THEREOF.,2018,785.75
LIVE ANIMALS.,2010,9.19
LIVE ANIMALS.,2011,10.57
LIVE ANIMALS.,2012,10.26
LIVE ANIMALS.,2013,10.09
LIVE ANIMALS.,2014,11.92
LIVE ANIMALS.,2015,9.78
LIVE ANIMALS.,2016,9.24
LIVE ANIMALS.,2017,8.78
LIVE ANIMALS.,2018,8.94
LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2010,9.96
LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2011,14.34
LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2012,15.7
LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2013,18.39
LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2014,18.5
LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2015,17.53
LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2016,19.94
LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2017,21.19
LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.,2018,24.96
MAN-MADE FILAMENTS.,2010,664.32
MAN-MADE FILAMENTS.,2011,779.09
MAN-MADE FILAMENTS.,2012,762.2
MAN-MADE FILAMENTS.,2013,759.48
MAN-MADE FILAMENTS.,2014,824.82
MAN-MADE FILAMENTS.,2015,752.24
MAN-MADE FILAMENTS.,2016,724.0
MAN-MADE FILAMENTS.,2017,859.18
MAN-MADE FILAMENTS.,2018,976.96
MAN-MADE STAPLE FIBRES.,2010,425.02
MAN-MADE STAPLE FIBRES.,2011,526.17
MAN-MADE STAPLE FIBRES.,2012,560.88
MAN-MADE STAPLE FIBRES.,2013,617.59
MAN-MADE STAPLE FIBRES.,2014,743.7
MAN-MADE STAPLE FIBRES.,2015,728.95
MAN-MADE STAPLE FIBRES.,2016,570.36
MAN-MADE STAPLE FIBRES.,2017,722.72
MAN-MADE STAPLE FIBRES.,2018,932.19
"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2010,2.65
"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2011,3.32
"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2012,3.35
"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2013,2.9
"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2014,2.68
"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2015,2.21
"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2016,2.15
"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2017,2.77
"MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.",2018,3.94
MEAT AND EDIBLE MEAT OFFAL.,2010,1.1
MEAT AND EDIBLE MEAT OFFAL.,2011,1.68
MEAT AND EDIBLE MEAT OFFAL.,2012,1.98
MEAT AND EDIBLE MEAT OFFAL.,2013,1.97
MEAT AND EDIBLE MEAT OFFAL.,2014,3.22
MEAT AND EDIBLE MEAT OFFAL.,2015,2.75
MEAT AND EDIBLE MEAT OFFAL.,2016,3.11
MEAT AND EDIBLE MEAT OFFAL.,2017,4.67
MEAT AND EDIBLE MEAT OFFAL.,2018,4.52
"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2010,115929.1
"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2011,172753.87
"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2012,181344.64
"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2013,181382.57
"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2014,156399.99
"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2015,107250.79
"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2016,103163.12
"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2017,132294.52
"MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.",2018,167871.78
MISCELLANEOUS ARTICLES OF BASE METAL.,2010,469.55
MISCELLANEOUS ARTICLES OF BASE METAL.,2011,595.26
MISCELLANEOUS ARTICLES OF BASE METAL.,2012,608.49
MISCELLANEOUS ARTICLES OF BASE METAL.,2013,638.94
MISCELLANEOUS ARTICLES OF BASE METAL.,2014,730.19
MISCELLANEOUS ARTICLES OF BASE METAL.,2015,751.31
MISCELLANEOUS ARTICLES OF BASE METAL.,2016,727.81
MISCELLANEOUS ARTICLES OF BASE METAL.,2017,896.69
MISCELLANEOUS ARTICLES OF BASE METAL.,2018,987.06
MISCELLANEOUS CHEMICAL PRODUCTS.,2010,3057.8
MISCELLANEOUS CHEMICAL PRODUCTS.,2011,3745.25
MISCELLANEOUS CHEMICAL PRODUCTS.,2012,3792.6
MISCELLANEOUS CHEMICAL PRODUCTS.,2013,3827.07
MISCELLANEOUS CHEMICAL PRODUCTS.,2014,4177.4
MISCELLANEOUS CHEMICAL PRODUCTS.,2015,4345.07
MISCELLANEOUS CHEMICAL PRODUCTS.,2016,4569.81
MISCELLANEOUS CHEMICAL PRODUCTS.,2017,5511.31
MISCELLANEOUS CHEMICAL PRODUCTS.,2018,5970.49
MISCELLANEOUS EDIBLE PREPARATIONS.,2010,88.31
MISCELLANEOUS EDIBLE PREPARATIONS.,2011,113.74
MISCELLANEOUS EDIBLE PREPARATIONS.,2012,122.17
MISCELLANEOUS EDIBLE PREPARATIONS.,2013,115.36
MISCELLANEOUS EDIBLE PREPARATIONS.,2014,124.53
MISCELLANEOUS EDIBLE PREPARATIONS.,2015,148.57
MISCELLANEOUS EDIBLE PREPARATIONS.,2016,149.2
MISCELLANEOUS EDIBLE PREPARATIONS.,2017,193.11
MISCELLANEOUS EDIBLE PREPARATIONS.,2018,217.66
MISCELLANEOUS GOODS.,2010,2771.53
MISCELLANEOUS GOODS.,2011,4019.54
MISCELLANEOUS GOODS.,2012,4655.67
MISCELLANEOUS GOODS.,2013,8070.49
MISCELLANEOUS GOODS.,2014,7471.61
MISCELLANEOUS GOODS.,2015,7680.5
MISCELLANEOUS GOODS.,2016,7071.86
MISCELLANEOUS GOODS.,2017,15.27
MISCELLANEOUS GOODS.,2018,50.66
MISCELLANEOUS MANUFACTURED ARTICLES.,2010,307.05
MISCELLANEOUS MANUFACTURED ARTICLES.,2011,349.36
MISCELLANEOUS MANUFACTURED ARTICLES.,2012,349.88
MISCELLANEOUS MANUFACTURED ARTICLES.,2013,406.51
MISCELLANEOUS MANUFACTURED ARTICLES.,2014,447.21
MISCELLANEOUS MANUFACTURED ARTICLES.,2015,441.34
MISCELLANEOUS MANUFACTURED ARTICLES.,2016,444.37
MISCELLANEOUS MANUFACTURED ARTICLES.,2017,558.48
MISCELLANEOUS MANUFACTURED ARTICLES.,2018,647.52
MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2010,31.92
MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2011,31.96
MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2012,36.19
MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2013,30.42
MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2014,32.11
MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2015,35.86
MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2016,35.9
MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2017,50.88
MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.,2018,58.13
"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2010,77054.43
"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2011,91074.92
"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2012,83896.38
"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2013,58464.74
"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2014,62379.85
"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2015,65327.23
"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2016,53767.4
"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2017,74710.41
"NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.",2018,64720.19
NICKEL AND ARTICLES THEREOF.,2010,705.56
NICKEL AND ARTICLES THEREOF.,2011,820.05
NICKEL AND ARTICLES THEREOF.,2012,1015.17
NICKEL AND ARTICLES THEREOF.,2013,905.09
NICKEL AND ARTICLES THEREOF.,2014,1386.76
NICKEL AND ARTICLES THEREOF.,2015,1014.02
NICKEL AND ARTICLES THEREOF.,2016,552.86
NICKEL AND ARTICLES THEREOF.,2017,632.41
NICKEL AND ARTICLES THEREOF.,2018,739.51
"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2010,29006.24
"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2011,37551.3
"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2012,35234.57
"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2013,30668.32
"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2014,31729.8
"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2015,33418.17
"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2016,32088.14
"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2017,37823.25
"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.",2018,43839.43
"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2010,172.33
"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2011,184.8
"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2012,249.59
"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2013,359.83
"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2014,322.0
"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2015,349.52
"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2016,380.94
"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2017,356.9
"OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.",2018,573.35
"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",2010,5288.58
"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",2011,6642.43
"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",2012,6831.85
"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",2013,6722.28
"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",2014,7049.33
"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",2015,7472.94
"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",2016,7398.04
"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",2017,8719.61
"OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;",2018,9630.98
"ORES, SLAG AND ASH.",2010,5479.08
"ORES, SLAG AND ASH.",2011,6687.53
"ORES, SLAG AND ASH.",2012,7324.8
"ORES, SLAG AND ASH.",2013,6560.17000000001
"ORES, SLAG AND ASH.",2014,7361.18000000001
"ORES, SLAG AND ASH.",2015,6444.13
"ORES, SLAG AND ASH.",2016,4275.8
"ORES, SLAG AND ASH.",2017,6487.07
"ORES, SLAG AND ASH.",2018,4258.68
ORGANIC CHEMICALS,2010,12639.29
ORGANIC CHEMICALS,2011,14442.7
ORGANIC CHEMICALS,2012,15702.2
ORGANIC CHEMICALS,2013,17043.91
ORGANIC CHEMICALS,2014,17746.13
ORGANIC CHEMICALS,2015,15936.12
ORGANIC CHEMICALS,2016,15476.89
ORGANIC CHEMICALS,2017,19200.97
ORGANIC CHEMICALS,2018,22389.41
OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2010,211.25
OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2011,290.18
OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2012,266.47
OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2013,283.61
OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2014,312.87
OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2015,271.9
OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2016,279.79
OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2017,397.83
OTHER BASE METALS; CERMETS; ARTICLES THEREOF.,2018,490.23
OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2010,267.55
OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2011,390.34
OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2012,412.29
OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2013,374.6
OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2014,495.72
OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2015,625.97
OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2016,430.8
OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2017,460.57
OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,2018,500.73
OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2010,193.36
OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2011,282.94
OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2012,279.45
OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2013,271.86
OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2014,305.41
OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2015,542.21
OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2016,340.49
OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2017,348.01
OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.,2018,318.41
"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2010,2022.12
"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2011,2484.95
"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2012,2279.89
"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2013,2393.98
"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2014,2585.88
"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2015,2591.93
"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2016,2707.1
"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2017,3027.27
"PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.",2018,3089.26
PHARMACEUTICAL PRODUCTS,2010,1204.68
PHARMACEUTICAL PRODUCTS,2011,1685.46
PHARMACEUTICAL PRODUCTS,2012,1747.59
PHARMACEUTICAL PRODUCTS,2013,1553.57
PHARMACEUTICAL PRODUCTS,2014,1628.02
PHARMACEUTICAL PRODUCTS,2015,1795.03
PHARMACEUTICAL PRODUCTS,2016,1717.49
PHARMACEUTICAL PRODUCTS,2017,1898.26
PHARMACEUTICAL PRODUCTS,2018,2083.41
PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,2010,268.91
PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,2011,293.33
PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,2012,312.93
PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.,2013,248.84
